image_path,extracted_text
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5983.png,jNMitv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5984.png,sfAbKl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5985.png,AsVKBE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5986.png,TTOzSS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5987.png,TtB2WF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5988.png,Ok8xa4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5989.png,DhokLP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5990.png,LusIdd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5991.png,WGSJqd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5992.png,nftOXr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5993.png,JpoldJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5994.png,epahix
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5995.png,IBVOOu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5996.png,S2Rz8w
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5997.png,SFS3XF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5998.png,9dNjFc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5999.png,mzbYOn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6000.png,Cgd8er
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6001.png,67Gizx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6002.png,UDnJAn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6003.png,ceUkRK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6004.png,gaRZcS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6005.png,ype Imm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6006.png,DCvmcF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6007.png,FbzFh3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6008.png,FAjLdx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6009.png,~qjtJi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6010.png,59Wvww
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6011.png,xgSoa7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6012.png,MEougN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6013.png,MZxTsg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6014.png,ubmGUh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6015.png,Fdhws9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6016.png,cq16j2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6017.png,vgXIfo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6018.png,4MjUIF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6019.png,Sp59tS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6020.png,ZVDjEW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6021.png,LcuDCu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6022.png,xDaF1T
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6023.png,HzNjfq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6024.png,Zf8bsw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6025.png,grWSTu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6026.png,Aw1JN3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6027.png,wSorxm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6028.png,TQ6UYA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6029.png,RTgnel
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6030.png,TysY02
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6031.png,icYswi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6032.png,WGAIXD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6033.png,GNHTSd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6034.png,TbgoGq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6035.png,mLrTuq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6036.png,ElpUJc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6037.png,R52yOz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6038.png,EncCZe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6039.png,TgfSgo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6040.png,K3yOes
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6041.png,OOOHSO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6042.png,811Mhp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6043.png,JYwZBS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6044.png,EaWEZu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6045.png,RJnfSr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6046.png,brRTGF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6047.png,XRomoz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6048.png,EjQgmv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6049.png,8jFeL2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6050.png,XKZcUJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6051.png,AVsoyP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6052.png,SDJo51
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6053.png,MdQERq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6054.png,4uF3Vg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6055.png,9PQjsO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6056.png,Zemzz5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6057.png,KWCGW8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6058.png,3Pa83y
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6059.png,Ec12fg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6060.png,FVHwJL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6061.png,e1QsvL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6062.png,YAW3ag
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6063.png,ucfx70
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6064.png,fDZFIx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6065.png,e2EBCM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6066.png,2j81M9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6067.png,QeYNG]
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6068.png,Hh9TAV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6069.png,XLSEy7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6070.png,r3dNWx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6071.png,ULLcu3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6072.png,m302LK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6073.png,XjUpTL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6074.png,tCaXOP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6075.png,iwszJt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6076.png,9doOl1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6077.png,uVsLdM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6078.png,YHX36H
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6079.png,ZhMvC9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6080.png,zSzWtm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6081.png,OgugYk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6082.png,sSvkRG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6083.png,kNk3E3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6084.png,CMnOc1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6085.png,gxwJwT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6086.png,ifrbcu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6087.png,GyzcS1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6088.png,rr8fg6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6089.png,WuSgAy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6090.png,sdShFo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6091.png,zfixTw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6092.png,KdeU3N
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6093.png,DwamgB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6094.png,LcApAI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6095.png,BfM8qQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6096.png,AcVfeJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6097.png,OVIIHH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6098.png,WsvFpU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6099.png,AtcBpD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6100.png,PdKTq5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6101.png,BrGFDb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6102.png,BxXGgN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6103.png,hNFLHu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6104.png,NrvxLS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6105.png,9wOzes
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6106.png,SVQMGq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6107.png,lulvxD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6108.png,nOvAEP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6109.png,biSWZi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6110.png,YZa4OE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6111.png,GGdFiL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6112.png,lqVW22
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6113.png,QNgyri
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6114.png,ZcOmK1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6115.png,XBGSUZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6116.png,3RZGHX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6117.png,BQIGOI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6118.png,WMviZj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6119.png,GqYo7X
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6120.png,TXUDoP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6121.png,PwWTrc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6122.png,KWe6VA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6123.png,9qnILO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6124.png,Reozzo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6125.png,yRNLmx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6126.png,tdxVBL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6127.png,Todyvc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6128.png,btrPwe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6129.png,lyJNjI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6130.png,P9fL2j
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6131.png,14MJwl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6132.png,xElxSe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6133.png,ZMKIGp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6134.png,MVIZs5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6135.png,KCj2OX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6136.png,UfNod3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6137.png,kcLzzU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6138.png,szlcfq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6139.png,tBrBzU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6140.png,VOWTNg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6141.png,YQasRf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6142.png,Jpvysf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6143.png,awanBY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6144.png,bbCMDa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6145.png,UivjWC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6146.png,cNHRyh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6147.png,Ujaupv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6148.png,DBskKn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6149.png,2YsUOS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6150.png,FzbelE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6151.png,LgK3BL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6152.png,Hli52t
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6153.png,XMvOYv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6154.png,8iBnOr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6155.png,ANOTIZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6156.png,Tpoe65
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6157.png,psWkuc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6158.png,ezAhhR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6159.png,3IPzqo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6160.png,UwUMrJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6161.png,yogigE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6162.png,KEaE3P
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6163.png,Irjthl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6164.png,EtYLq3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6165.png,HCZgHu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6166.png,6zBfcy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6167.png,PzPZTO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6168.png,SQvAv1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6169.png,RGyGno
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6170.png,yOZvFZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6171.png,6NniAS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6172.png,6PXdOj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6173.png,zyfSrq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6174.png,LEE6UX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6175.png,dDuJYy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6176.png,wttVNv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6177.png,DwjD3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6178.png,CwMcFP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6179.png,QZZAsx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6180.png,oGnvKr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6181.png,qiJsUF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6182.png,QQxqQv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6183.png,ir2QLX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6184.png,60x3Zx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6185.png,E8d65A
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6186.png,kFFVwr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6187.png,9H4ALP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6188.png,SFILZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6189.png,2seNZ1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6190.png,gWRNX7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6191.png,PqEG8b
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6192.png,IzRu9J
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6193.png,Oq9qwu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6194.png,kgJffs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6195.png,SMjzfg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6196.png,q5av73
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6197.png,GCPhiN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6198.png,SiQJvt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6199.png,4tvqif
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6200.png,22HW21
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6201.png,VZeKpw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6202.png,OSdTkR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6203.png,prfThz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6204.png,EbBLkG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6205.png,FRHNF8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6206.png,ZxSRvn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6207.png,NwxTEK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6208.png,axvUWS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6209.png,OnrAbc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6210.png,mB9GNS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6211.png,caz485
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6212.png,9b/kKfU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6213.png,APzrpH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6214.png,gEZEtm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6215.png,f2nm2H
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6216.png,WYSrio
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6217.png,SkLonu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6218.png,pymyVc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6219.png,Fe3PJw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6220.png,Iklbe1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6221.png,TUwRMA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6222.png,qNktAb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6223.png,rw9nPZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6224.png,8SQUFp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6225.png,vvuztE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6226.png,sYcYt9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6227.png,gNIDAp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6228.png,xCPTmR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6229.png,Uga0s3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6230.png,vaFoQp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6231.png,qiYabu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6232.png,sxbkKT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6233.png,eZhiSl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6234.png,LSRAPY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6235.png,ghBeds
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6236.png,ArNSoh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6237.png,UNqBBs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6238.png,3DysWr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6239.png,MqzOqf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6240.png,IHXzFS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6241.png,BFx3e5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6242.png,vLrRQt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6243.png,OIVjRX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6244.png,CYJAEg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6245.png,t9NS3e
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6246.png,Y8vcsq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6247.png,b4JObp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6248.png,4AKztX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6249.png,YCQ23w
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6250.png,ROQzFw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6251.png,FuRSxc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6252.png,QIXnrn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6253.png,whPUBI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6254.png,ilwWW2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6255.png,vb8GOy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6256.png,8OAVM4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6257.png,PWipbv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6258.png,f1LmVA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6259.png,qbFXI4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_6260.png,Say3S0
